t	y
0.0	-1.6836941520081973E-4
0.01690388451266101	-1.6836941520081973E-4
0.03380776902532202	-1.6836941520081973E-4
0.05071165353798303	-0.0014957133716165805
0.06761553805064403	-0.0024858162621563817
0.08451942256330504	-0.005120086141093938
0.10142330707596606	-0.008281209995819161
0.11832719158862706	-0.009861771923181717
0.13523107610128807	-0.011442333850544162
0.1521349606139491	-0.01513031168105683
0.16903884512661008	-0.019345143487357053
0.18594272963927108	-0.023559975293657054
0.20284661415193211	-0.028828515051532277
0.21975049866459312	-0.0340970548094075
0.23665438317725412	-0.039365594567282725
0.25355826768991513	-0.04621469625252039
0.27046215220257613	-0.05622492179248317
0.28736603671523714	-0.06412773142929595
0.3042699212278982	-0.07361110299347129
0.32117380574055915	-0.08467503648500918
0.33807769025322015	-0.09468526202497196
0.3549815747658812	-0.10574919551650985
0.37188545927854216	-0.1205011068385603
0.38878934379120317	-0.1315650403300982
0.40569322830386423	-0.14420953574899853
0.42259711281652523	-0.1568540311678991
0.43950099732918624	-0.16949852658679943
0.4564048818418472	-0.18108931405412487
0.47330876635450825	-0.19320695549723765
0.49021265086716925	-0.20110976513405054
0.5071165353798303	-0.20637830489192566
0.5240204198924913	-0.21428111452873855
0.5409243044051523	-0.216915384407676
0.5578281889178133	-0.21375426055295088
0.5747320734304743	-0.212700552601376
0.5916359579431353	-0.20005605718247543
0.6085398424557964	-0.18319672995727487
0.6254437269684573	-0.1600151550226241
0.6423476114811183	-0.1315650403300982
0.6592514959937794	-0.09731953190390952
0.6761553805064403	-0.05675177576827073
0.6930592650191013	-0.012496041802119273
0.7099631495317624	0.03439396204296974
0.7268670340444233	0.0802302579364838
0.7437709185570843	0.1234322839510602
0.7606748030697454	0.16663430996563666
0.7775786875824063	0.20087981839182523
0.7944825720950675	0.2314373489875013
0.8113864566077285	0.25198465404321446
0.8282903411203894	0.2756930829536528
0.8451942256330505	0.2951866800577909
0.8620981101457115	0.31468027716192903
0.8790019946583725	0.32943218848397954
0.8959058791710335	0.33628129016921726
0.9128097636836944	0.34260353787866743
0.9297136481963555	0.34102297595130493
0.9466175327090165	0.33733499812079226
0.9635214172216774	0.32995904245976704
0.9804253017343385	0.3183682549924417
0.9973291862469995	0.30625061354932875
1.0142330707596605	0.28254218463889047
1.0311369552723215	0.26304858753475235
1.0480408397849825	0.23407161886643885
1.0649447242976435	0.208782628028638
1.0818486088103045	0.17611768152981194
1.0987524933229655	0.14187217310362332
1.1156563778356265	0.10025070901640942
1.1325602623482875	0.06179036878392069
1.1494641468609486	0.01648092686619418
1.1663680313736096	-0.02197941336629461
1.1832719158862706	-0.05306379793775806
1.2001758003989316	-0.06992312516295862
1.2170796849115928	-0.06834256323559607
1.2339835694242536	-0.06676200130823362
1.2508874539369146	-0.06202031552614595
1.2677913384495758	-0.057278629744058174
1.2846952229622366	-0.048322112155670394
1.3015991074748976	-0.034623908785194946
1.3185029919875588	-0.021452559390507053
1.3354068765002196	-0.009334917947394161
1.3523107610128806	0.0022558695199312306
1.3692146455255418	0.005416993374656398
1.3861185300382026	0.004363285423081342
1.4030224145508636	-0.0035395242137314376
1.4199262990635249	-0.009861771923181717
1.4368301835761856	-0.012496041802119273
1.4537340680888466	-0.010915479874756717
1.4706379526015079	-0.008808063971606606
1.4875418371141687	-0.008808063971606606
1.5044457216268297	-0.004066378189518938
1.5213496061394909	-0.004066378189518938
1.538253490652152	-0.004066378189518938
1.5551573751648127	-0.004066378189518938
1.572061259677474	-0.004066378189518938
1.588965144190135	-0.004066378189518938
1.6058690287027957	-0.004066378189518938
1.622772913215457	-0.004593232165306493
1.639676797728118	-0.005120086141093938
1.6565806822407787	-0.005120086141093938
1.67348456675344	-0.005120086141093938
1.690388451266101	-0.005120086141093938
1.7072923357787617	-0.005120086141093938
1.724196220291423	-0.005120086141093938
1.741100104804084	-0.005120086141093938
1.758003989316745	-0.005120086141093938
